songID | release date | popularity | length(s) | mood | keyID,songID,release date,popularity,length(s),mood,keyID
BE15036582733574;7/1/202296*217*0.042[1],,,,,,
DK1218304736614438;1/13/202232*88*0.781[11],,,,,,
VG6737527708521454741827;6/17/202253*395*0.566[7],,,,,,
EE076267816646956756;6/7/202219*353*0.137[2],,,,,,
LU639286337478172849;4/24/202232*480*0.883[9],,,,,,
CZ2957881774257551326681;11/20/202210*480*0.276[15],,,,,,
TN2521207256472127122827;9/5/202279*76*0.109[1],,,,,,
LB95878354842704496840173897;11/15/202289*153*0.903[6],,,,,,
LU958204206621719532;3/31/202256*497*0.045[9],,,,,,
IS797534664884688564230509;4/10/202254*297*0.195[6],,,,,,
IS744572586586822255973672;2/11/202282*461*0.745[5],,,,,,
MT46FRQM05926838361188834524070;8/27/202213*106*0.955[12],,,,,,
MR6952653644689827188543685;7/16/202268*290*0.273[14],,,,,,
VG7041491233843876152551;8/12/20221*175*0.906[4],,,,,,
ES6165511448143871881507;2/12/202275*183*0.25[15],,,,,,
PT58772614321376126453865;3/27/202239*447*0.064[15],,,,,,
PK8802313405896236240988;8/6/202246*213*0.844[4],,,,,,
TN0477979598340211572225;7/28/202273*375*0.478[6],,,,,,
AZ38810136262610272232308983;9/10/20224*138*0.031[15],,,,,,
IL463372576365579714071;6/18/202266*392*0.633[1],,,,,,
AT594315652923714280;11/7/202295*125*0.257[1],,,,,,
GT48256741194182576644887643;9/21/202291*191*0.275[8],,,,,,
CR7137374103445402455;8/4/202246*333*0.622[12],,,,,,
RO67LUUJ1108959945467280;6/14/20227*409*0.796[10],,,,,,
AZ72532887482083782643355758;9/22/202243*290*0.49[3],,,,,,
NO2542474435735;2/11/202292*229*0.985[1],,,,,,
GE90167055554160161158;2/17/202255*83*0.43[13],,,,,,
MT78LJLR83135521787422095142257;6/15/202281*414*0.366[14],,,,,,
AE408531866131341327895;2/18/202276*170*0.665[4],,,,,,
MR1141509594830773764688485;3/12/202258*365*0.955[8],,,,,,
GB43WHQU32551487104322;9/9/202228*309*0.05[2],,,,,,
MU5611089327654116455406782822;1/1/202236*281*0.458[3],,,,,,
ES5418332457504795410712;11/9/202277*424*0.272[9],,,,,,
NL41ZTJP4425785131;8/23/202293*159*0.845[15],,,,,,
BE58030673118283;11/3/202276*362*0.618[5],,,,,,
PS602434243843050170662085875;11/15/202237*321*0.252[8],,,,,,
CZ8465690190657066435116;1/10/202228*431*0.81[6],,,,,,
IS770133613697576823126253;9/18/20226*339*0.455[9],,,,,,
GT20522843934853223311427281;11/12/202256*410*0.765[14],,,,,,
MT30XCSS44487522675163722496655;3/31/202222*127*0.449[9],,,,,,
IE42MZUD86908589364336;7/23/202233*201*0.096[5],,,,,,
IE38IWAB53762462575497;10/20/202264*477*0.758[11],,,,,,
MK87348655643513151;9/12/202228*484*0.77[2],,,,,,
IT621KVJPI85479484314433195;8/28/202255*135*0.909[8],,,,,,
GL1237995650784903;5/10/202268*241*0.847[12],,,,,,
MK05277045513158113;3/17/202225*180*0.249[5],,,,,,
GI94RUIQ122961288567793;4/27/202262*329*0.883[15],,,,,,
RS25345551764655651809;12/1/202299*264*0.608[15],,,,,,
MR9417843635567855518828460;2/8/202268*362*0.775[14],,,,,,
DK4606809123642325;1/13/202218*473*0.85[8],,,,,,
PL43220600142146339295490675;4/12/202223*238*0.916[11],,,,,,
SM9354171440542186802273122;1/10/202267*407*0.582[1],,,,,,
FO0997341451636809;2/3/202274*253*0.399[9],,,,,,
MT48HQBG10818290148109967304486;7/8/20223*274*0.243[15],,,,,,
CY20217713522716968325576492;10/25/202292*245*0.112[4],,,,,,
SI30358522877619657;7/14/202282*338*0.604[11],,,,,,
PT84724147918576321935543;11/9/202222*96*0.261[4],,,,,,
MD3925339752987117818351;2/7/202275*108*0.477[5],,,,,,
GB56TPFJ73461221928143;8/4/202283*241*0.234[15],,,,,,
MU8108303300846548672138225530;5/24/202299*215*0.878[13],,,,,,
MK19438652718542678;3/1/202292*185*0.756[4],,,,,,
MD5688734643153113464730;8/24/202223*254*0.753[10],,,,,,
DO44017045342494944724123482;11/12/202239*181*0.37[9],,,,,,
BA235415821844082454;3/16/202293*352*0.531[8],,,,,,
DO95340817891514619312439603;3/11/202253*439*0.818[14],,,,,,
ES6048703741602485356081;7/2/202221*336*0.998[8],,,,,,
MT98NQZH93041880558065668772698;6/27/20220*478*0.058[1],,,,,,
DE50683823575336025535;3/16/202245*388*0.798[8],,,,,,
MD8160669728398113342851;2/5/202224*184*0.081[6],,,,,,
BG43OYEW26177138842385;11/18/20225*145*0.35[4],,,,,,
RS04922570522728511443;8/11/202213*402*0.133[14],,,,,,
HR6336494357436858376;12/10/202288*189*0.299[7],,,,,,
RO32JHDS0243215628331435;10/23/20229*183*0.018[10],,,,,,
LI5972102837521347237;6/15/20229*94*0.286[15],,,,,,
AD8074983738310111122269;11/15/202280*350*0.227[12],,,,,,
LU238383221127826556;8/22/202219*445*0.477[7],,,,,,
EE855652153776358144;5/25/202228*499*0.584[9],,,,,,
AT976446375837116132;3/16/20228*215*0.049[7],,,,,,
LB77357463875577446342931133;9/19/202218*278*0.755[4],,,,,,
LB91945622627472524528338795;5/17/202212*397*0.516[12],,,,,,
GT74548263356093718616584127;4/13/202250*190*0.356[6],,,,,,
MK17111140246281241;11/3/202232*483*0.922[15],,,,,,
IS242100156356161851827128;7/31/202279*223*0.655[3],,,,,,
GB80QRTX23611425413343;9/25/202231*212*0.613[9],,,,,,
TN9487610444652076360465;9/20/20225*321*0.439[14],,,,,,
GE86246581623728619742;12/29/202298*436*0.655[11],,,,,,
IL081122841377242425677;12/7/202215*330*0.887[5],,,,,,
SM5263895420883096612726842;7/28/202237*284*0.201[2],,,,,,
BG24DZVQ33387369521488;10/9/202247*424*0.017[5],,,,,,
MK56443041665845461;8/16/202286*181*0.354[11],,,,,,
HR5467890530183934031;5/29/202221*229*0.494[2],,,,,,
FR4747466156032336496731225;1/24/202227*463*0.224[2],,,,,,
GT03607663275824718646779055;9/7/202240*394*0.688[9],,,,,,
DK5198537006587768;5/12/202219*259*0.028[8],,,,,,
BH97247570053138985710;9/24/20225*258*0.135[3],,,,,,
PS464982376804176085958721268;2/7/202271*163*0.429[3],,,,,,
GB23RFWR82616640342648;1/28/202250*365*0.734[5],,,,,,
TN5241624662724151758846;10/26/202257*87*0.563[14],,,,,,
GE47845163768571224340;11/7/202221*133*0.502[2],,,,,,
ME07191562848230837381;9/29/202293*121*0.407[13],,,,,,
PK2946317362593215836174;12/29/202237*149*0.546[13],,,,,,
BA802625644594034555;6/4/202246*207*0.194[15],,,,,,
ES9317831362754884410494;7/6/202261*433*0.277[14],,,,,,
MT95EQSH35243524424971713416442;11/24/202241*319*0.982[14],,,,,,
PK0351596525811588514769;9/7/202220*251*0.09[12],,,,,,
NL82YRNI1045517355;6/3/202274*111*0.259[13],,,,,,
MK65748148480996500;4/14/202270*100*0.146[14],,,,,,
NL59CDLS9845557171;12/12/202273*239*0.937[7],,,,,,
PL43579759888307898242543162;9/1/202231*396*0.053[5],,,,,,
DE76555247685955701296;4/15/202229*143*0.57[6],,,,,,
MD1717469439925994225688;1/25/202276*308*0.369[1],,,,,,
NL13JBFU9258575274;3/24/202282*495*0.561[3],,,,,,
AE880530844262593464876;3/15/202232*356*0.293[5],,,,,,
BA677440644114684752;2/22/202241*363*0.388[12],,,,,,
MK89876654870366936;3/3/202215*292*0.531[5],,,,,,
IS636344623670557812220037;1/9/202226*214*0.603[9],,,,,,
IS879419132746844506723112;10/24/202273*270*0.184[4],,,,,,
GL3540562063372881;10/1/202290*124*0.852[9],,,,,,
EE538510286664356524;10/7/20226*217*0.452[11],,,,,,
SE0615632832773248386420;9/7/202259*210*0.157[7],,,,,,
AZ42974911325354915935976985;12/18/202234*404*0.122[4],,,,,,
SA1352256546614127434750;7/31/202273*411*0.214[3],,,,,,
IT390BVVXI26552843124155206;6/7/202230*377*0.913[10],,,,,,
IS567267332632740167777341;10/28/202241*291*0.66[12],,,,,,
EE978366359578579373;9/4/202289*124*0.472[4],,,,,,
LI5641731414619666241;1/4/2022100*91*0.348[8],,,,,,
LU852572475478151739;4/26/20222*350*0.111[13],,,,,,
BA346718753162355313;5/16/202228*416*0.797[9],,,,,,
SK5323322672811854015287;5/25/202231*189*0.948[6],,,,,,
IT647BSSLI63602765036541198;4/12/202279*274*0.085[8],,,,,,
GR2086042318850544428071439;11/18/202225*265*0.92[9],,,,,,
BG17OLTJ42357723918345;11/7/202252*213*0.618[2],,,,,,
SI10661888655550305;2/22/20226*304*0.869[6],,,,,,
GT28222765333496187316453265;11/21/202213*377*0.854[1],,,,,,
SI64122531384792454;8/13/202250*161*0.985[1],,,,,,
DE18638185841566124516;1/2/202282*214*0.703[1],,,,,,
GR1435984690545230577533726;7/18/202216*416*0.848[10],,,,,,
RS15024174334346530737;4/17/202294*460*0.332[3],,,,,,
VG8651154562934859836056;5/3/202222*302*0.768[15],,,,,,
BH20928151859673487897;3/19/20227*426*0.957[1],,,,,,
LI4047439299577621301;2/7/202213*146*0.711[12],,,,,,
DO10825507581562882741096774;6/2/20227*236*0.346[5],,,,,,
HR5708322874848531182;11/30/202223*332*0.399[11],,,,,,
FI9747688527757283;2/2/202230*292*0.471[14],,,,,,
EE204580187368158061;4/15/202233*204*0.722[1],,,,,,
GI34EYVC865464662439247;9/17/202271*374*0.368[14],,,,,,
ES0938868584086551291529;3/16/202248*347*0.882[1],,,,,,
PT84324566917935508795112;8/12/202247*467*0.856[11],,,,,,
AL40247432020373386175489615;1/21/202259*205*0.227[12],,,,,,
CY57306697763978561526670958;1/8/202259*237*0.774[6],,,,,,
GI86HGST566635384192652;7/31/20229*429*0.71[12],,,,,,
IE84TTAI84631571853568;3/9/202288*423*0.191[8],,,,,,
SE5554739837583155052681;8/15/202247*365*0.738[5],,,,,,
IL225446125822117284960;6/30/202279*466*0.913[2],,,,,,
SM8043413205664708678040985;10/12/20227*352*0.716[10],,,,,,
AE618988578654316148366;1/5/20220*138*0.041[3],,,,,,
FR2513404344365012185341684;3/28/202253*151*0.195[11],,,,,,
BH66747437974455101486;12/13/202245*485*0.724[14],,,,,,
IL753439768326655739396;6/25/202266*435*0.712[13],,,,,,
SM8816273922182046180915212;10/7/202271*135*0.886[5],,,,,,
PS227926159434560542963827756;11/25/202212*292*0.532[15],,,,,,
LU392281213715224722;11/28/202246*138*0.887[6],,,,,,
GR1767273713410348116044541;12/10/202267*161*0.935[3],,,,,,
LU619936272357375267;1/30/202212*483*0.314[11],,,,,,
MC4744257821843115433164692;1/29/202243*152*0.246[1],,,,,,
ME74324554305248282668;5/7/202249*228*0.08[15],,,,,,
KZ414559541093081400;6/9/202266*398*0.426[3],,,,,,
CZ8512713559715313114287;10/18/202244*268*0.382[1],,,,,,
HR6869045477549044613;11/28/202234*218*0.465[14],,,,,,
DE88824337591971112514;4/25/202210*168*0.049[9],,,,,,
TR873445288677134415528227;1/24/202282*121*0.407[5],,,,,,
MK24429337339086256;3/13/202220*461*0.343[9],,,,,,
MD2439143603665218743508;6/26/202238*480*0.903[15],,,,,,
GR7431727806203380453118196;9/10/202299*130*0.614[2],,,,,,
ME23670601509327267073;4/9/202250*261*0.968[5],,,,,,
SI38472337914377186;4/27/202283*225*0.035[5],,,,,,
GL1586227971883458;5/28/202257*445*0.557[8],,,,,,
BG74BBWT66569543236670;3/11/202265*338*0.211[7],,,,,,
MR2678144375026030036547327;3/30/20227*290*0.62[8],,,,,,
AL33795181418198628447405565;6/9/202297*279*0.358[2],,,,,,
SA0267000826352635485204;10/4/202280*286*0.455[1],,,,,,
SK7068162663871385524337;11/8/202229*436*0.691[9],,,,,,
MD6381420365213266456531;2/4/202291*305*0.736[12],,,,,,
GI06NHVS866626223514317;5/21/202214*231*0.462[1],,,,,,
MT39YIZV65149234472452947264545;10/16/202261*179*0.637[4],,,,,,
LT486661147823453858;1/25/202215*327*0.357[13],,,,,,
MR3726851682333839362887373;8/9/202217*354*0.583[9],,,,,,
AT986324987476130068;9/24/202291*411*0.889[12],,,,,,
GB39NNZC04347651574518;9/8/202223*156*0.009[1],,,,,,
BH77665831381141901946;10/7/202292*269*0.383[6],,,,,,
IL713509676412014875581;3/23/202231*188*0.542[6],,,,,,
SK5685883149114616931786;5/14/202243*138*0.169[7],,,,,,
ME03710724448663177116;12/8/202245*499*0.633[10],,,,,,
LI9686205441745454131;7/31/202287*381*0.517[9],,,,,,
DK9115913829300792;11/20/202285*313*0.865[2],,,,,,
CH1257556352574877875;8/26/202231*339*0.39[13],,,,,,
GL8442594839082721;3/24/20226*373*0.271[3],,,,,,
LI8640765620605712128;12/21/202214*413*0.568[14],,,,,,
DK3683345576155842;9/27/202270*307*0.164[8],,,,,,
GE68446848712292219917;5/18/20223*488*0.508[9],,,,,,
KZ760176164816417959;10/19/202270*265*0.849[2],,,,,,
LI5551214937926729802;8/6/202247*337*0.295[9],,,,,,
GI78GRWK541834510087383;5/4/202264*425*0.785[12],,,,,,
GL2315757796124438;3/9/20228*450*0.632[11],,,,,,
GI26KUHV518529793801573;5/25/202297*191*0.428[7],,,,,,
MC6435158358432645032309116;12/16/202279*481*0.73[4],,,,,,
DO21477842272054689187917357;7/14/20224*461*0.953[3],,,,,,
EE145469430710635737;10/9/202266*414*0.082[4],,,,,,
LU253962027467364725;8/16/202254*250*0.983[10],,,,,,
LV84UDFV3838731830748;5/2/202217*397*0.935[11],,,,,,
AT654381454113563225;7/23/202245*397*0.793[13],,,,,,
BH86261433813373147568;2/11/202250*114*0.447[8],,,,,,
TN9156937497331686633782;7/13/202237*196*0.452[13],,,,,,
SM3131379649757763031986977;12/24/202288*313*0.27[10],,,,,,
MU6085174877699545264671416830;3/30/202289*496*0.641[13],,,,,,
FO3466715033290577;6/2/202237*286*0.66[5],,,,,,
AL91395606458978954848811713;7/12/202226*215*0.129[7],,,,,,
SI47915282876756343;4/5/202287*372*0.349[15],,,,,,
AZ49507513830876811228345351;11/29/202230*240*0.96[15],,,,,,
MD1534241293448116416913;10/13/202242*158*0.271[10],,,,,,
PS676225667184668438309343114;9/30/202211*416*0.306[8],,,,,,
PK8342141984017068647654;8/15/202282*144*0.261[14],,,,,,
BE93245216785386;1/29/202237*361*0.626[8],,,,,,
FI9133381758536573;2/24/2022100*335*0.282[3],,,,,,
IE78FKXN53616914597317;9/14/202263*372*0.843[6],,,,,,
RS30403230230342302117;3/3/202226*343*0.033[15],,,,,,
MT16JFUI40765358153273477487573;2/3/202258*87*0.853[13],,,,,,
EE737670166838875465;5/16/202238*137*0.253[7],,,,,,
AT066470484554366982;3/24/202234*417*0.546[12],,,,,,
FO6160826345635638;2/20/202224*114*0.069[9],,,,,,
ES9476426268783560867756;8/26/202217*335*0.336[12],,,,,,
IL174122771163836763463;9/16/202296*465*0.924[2],,,,,,
LU984757724411884445;12/26/202288*496*0.059[15],,,,,,
PK8866893623226481361703;1/20/202287*165*0.447[3],,,,,,
MD1271578716521664304985;10/3/20223*127*0.399[13],,,,,,
SI15336767716180253;5/6/202277*379*0.712[5],,,,,,
SI93477519230322848;10/23/202281*363*0.931[14],,,,,,
BG34MTON37640086756521;4/1/202213*136*0.253[9],,,,,,
GE63794383327244728826;2/11/202268*198*0.429[8],,,,,,
PK0515423174973758343248;2/12/202241*120*0.602[11],,,,,,
FO9896758613526301;4/20/202224*164*0.272[12],,,,,,
SI86815643832649548;10/31/202275*238*0.128[10],,,,,,
AE286706336464349367580;8/23/202251*125*0.358[6],,,,,,
MK86151606412705522;9/19/202271*231*0.886[14],,,,,,
CY56353617331961174614362518;2/13/202236*224*0.989[9],,,,,,
HR1811731638738486694;3/26/202274*99*0.903[5],,,,,,
AT574327842804059405;7/26/20227*383*0.087[3],,,,,,
AL19827481647719797171146411;9/16/202249*145*0.343[10],,,,,,
MD1158544111137811188820;3/25/202232*110*0.944[14],,,,,,
RS21233629123299033848;6/29/202245*380*0.63[3],,,,,,
GE88253781471881326703;5/5/202271*312*0.883[15],,,,,,
IS983294159047708582026565;2/21/202296*128*0.944[13],,,,,,
RO31TDVP2755954228450210;3/5/202212*343*0.398[1],,,,,,
SK8322226730782675555381;8/22/202214*441*0.359[2],,,,,,
KW3776774388746306328246886981;10/4/20228*179*0.985[13],,,,,,
HR7147752134613829404;5/8/202298*259*0.043[12],,,,,,
LT976465792788741424;11/15/202240*175*0.781[15],,,,,,
MK68601584349424865;7/29/202250*224*0.564[2],,,,,,
CH7894419270652263694;8/25/202298*433*0.444[1],,,,,,
AL49521445105408134373282819;11/10/202278*147*0.667[10],,,,,,
PS903833377624543886070873827;10/29/202230*107*0.603[15],,,,,,
GI72WFSS365751781777736;2/24/202281*164*0.608[3],,,,,,
HU96028347266131265611957515;9/17/202284*90*0.319[3],,,,,,
IS847309166688346724486872;5/13/202246*361*0.279[10],,,,,,
GI35TXSQ764152390381815;8/26/202285*216*0.748[3],,,,,,
NL75WTXK2547535614;3/10/202240*238*0.97[9],,,,,,
AT483634557249091635;5/29/202262*323*0.132[10],,,,,,
LB97761243143233878647115200;11/27/202283*303*0.534[10],,,,,,
SA3465053284804118687174;2/23/202252*205*0.645[10],,,,,,
ME48820768347454117899;8/14/202272*442*0.482[15],,,,,,
VG8245363471535313273168;7/31/202225*426*0.777[7],,,,,,
MU7386941721458166234703768887;9/13/202248*330*0.076[5],,,,,,
LU257344772320823388;8/19/202248*472*0.27[10],,,,,,
SM8208853601135473048138181;7/20/202231*381*0.562[13],,,,,,
NO5039441736396;10/28/202213*296*0.449[10],,,,,,
FO8875121691804424;3/17/202239*432*0.495[13],,,,,,
HR8827486310932682716;3/9/202239*165*0.76[11],,,,,,
AD2722386978454722192618;6/19/202227*363*0.842[7],,,,,,
GI44DSHQ212622866141374;5/4/202218*124*0.281[13],,,,,,
DO11380661983474011101621621;2/11/202238*109*0.716[1],,,,,,
SI03622849635035782;7/29/202277*434*0.429[5],,,,,,
LT698817661530241249;11/15/202215*251*0.308[7],,,,,,
VG2072218335684206691593;1/24/202282*387*0.963[6],,,,,,
RO70MKCV3386856140463158;5/11/202217*426*0.448[11],,,,,,
CY57084878885649247126238051;11/18/202254*358*0.992[3],,,,,,
AL60315010262628731193951731;11/28/202216*322*0.099[4],,,,,,
HR9022220342538001923;10/26/202258*276*0.535[1],,,,,,
CZ1622419313773712541614;3/19/202286*449*0.907[10],,,,,,
EE413796545467614464;6/8/202219*133*0.727[14],,,,,,
NL46CYGP1753136913;12/10/202262*286*0.606[11],,,,,,
LI5852356423667733783;5/19/202286*207*0.275[15],,,,,,
LI2068088866700115826;12/23/202259*440*0.368[6],,,,,,
CY36374131224184678658555241;6/21/202295*490*0.791[8],,,,,,
SA0624762878515175894283;9/8/202268*307*0.361[14],,,,,,
AL87714334133127781813249637;5/9/202233*272*0.397[11],,,,,,
IE61RNMO51486359146261;2/7/202256*109*0.303[15],,,,,,
LB36729102891453325352262645;6/20/202266*104*0.793[2],,,,,,
MC9717821319789137173294848;10/15/202210*312*0.213[5],,,,,,
MK43271377001155997;2/1/202251*211*0.342[5],,,,,,
TR831742324153207142618155;7/20/202226*153*0.595[15],,,,,,
IL062496426825562068306;6/23/202240*433*0.223[2],,,,,,
GB31GRWJ74021492652081;8/4/20225*425*0.486[1],,,,,,
KW0578893080762357244146618387;11/6/202268*354*0.913[8],,,,,,
SE9245355728003330861885;8/13/20223*461*0.089[3],,,,,,
AZ88863667350429711622871650;12/10/202299*429*0.068[10],,,,,,
BE20115075185476;11/20/202216*201*0.615[2],,,,,,
IE39DFQX51087326139134;12/21/202275*437*0.58[5],,,,,,
IS242575046072709396683875;11/19/202289*430*0.097[15],,,,,,
DE37165207793747730185;12/25/202290*332*0.398[15],,,,,,
BH35635424881125627989;12/6/202216*102*0.534[3],,,,,,
PL48265673271614689802567261;2/10/202289*446*0.539[12],,,,,,
GR9298570518581696452210711;12/4/202287*362*0.163[15],,,,,,
LI5843747327566752445;1/6/202254*278*0.828[13],,,,,,
LI6372815853438414771;11/24/202268*304*0.002[2],,,,,,
MR5478303363455370829739333;1/11/202265*486*0.45[13],,,,,,
LT452135008467367660;10/11/202237*204*0.415[3],,,,,,
IL824567529685478281268;6/9/202267*257*0.262[1],,,,,,
LU519855355171654267;8/20/202270*139*0.319[15],,,,,,
FR3935945230448583153943018;12/8/202225*232*0.544[6],,,,,,
HR4237684328022076352;5/10/202255*345*0.003[15],,,,,,
ME58742810227811848733;9/12/202235*450*0.489[10],,,,,,
BE43675283451018;8/27/202277*480*0.547[13],,,,,,
GR2465114021943712267552754;11/22/202252*247*0.595[6],,,,,,
GT05650137153133255238775881;7/16/202235*132*0.31[1],,,,,,
FR4034315597700483935694854;4/1/202234*382*0.359[7],,,,,,
DE74161246069087811701;5/8/202217*453*0.45[2],,,,,,
SE0798658292426276846470;2/6/202211*296*0.706[6],,,,,,
LI6145222532215307504;1/22/202237*173*0.653[3],,,,,,
GR9254181350216714146791838;8/24/202285*454*0.004[9],,,,,,
BA157089843721867681;6/3/202254*168*0.248[12],,,,,,
NO4234233476740;2/23/202263*332*0.462[1],,,,,,
LI1140654933448635413;6/18/202239*360*0.239[15],,,,,,
NO0635034177856;7/6/202243*362*0.329[15],,,,,,
MD8684983076159453415562;4/10/202292*223*0.31[4],,,,,,
KZ113159763487618172;10/31/202251*462*0.948[14],,,,,,
IL911544545619329724181;12/9/202217*233*0.192[12],,,,,,
BE68255562916125;7/12/202228*486*0.616[7],,,,,,
KW6576579843442784152453266333;8/26/202265*397*0.081[2],,,,,,
IL751442881724828776405;4/3/202239*338*0.88[12],,,,,,
SE3843665832209877194522;2/23/20227*397*0.811[4],,,,,,
BH31322779346342461448;8/12/202251*120*0.366[1],,,,,,
DO74508432587653052736110765;4/20/20225*341*0.988[12],,,,,,
BH27837832810535520535;12/9/202227*441*0.435[8],,,,,,
TR835466839570813306831575;2/2/20227*404*0.785[15],,,,,,
PK4825804964828248356795;5/28/202268*349*0.85[10],,,,,,
EE837351242442859185;2/13/202226*437*0.668[1],,,,,,
SI03618267163488815;7/25/202267*250*0.388[5],,,,,,
GI05IVUN250207807796384;11/19/202232*110*0.366[4],,,,,,
ME91871927279264065725;7/19/202255*205*0.148[9],,,,,,
ES8595121225779666370514;8/25/202249*299*0.374[11],,,,,,
GB81YCFP61162083888824;12/30/202263*265*0.956[14],,,,,,
PL33336350865489478241176137;6/15/20229*449*0.262[10],,,,,,
SM2152196906657131739819215;3/11/202292*441*0.331[4],,,,,,
KW0517337225558188353186085456;6/30/202232*327*0.526[11],,,,,,
SE1430467833789424381297;8/23/202222*469*0.211[13],,,,,,
GB05MSXN17086056345903;12/2/20224*327*0.084[13],,,,,,
BA361123088378554223;8/27/202225*144*0.178[9],,,,,,
IS945907516421514787294652;1/10/202282*124*0.349[12],,,,,,
PK3966254088945464438626;1/18/20226*422*0.56[8],,,,,,
DK2747196619798223;12/27/202282*499*0.413[8],,,,,,
LI5081020712431552841;4/10/20223*451*0.114[15],,,,,,
IE60MBVF78586684633559;3/25/202243*494*0.344[13],,,,,,
BG88KHJK43480827158231;4/15/202272*251*0.085[6],,,,,,
DO10417527465655525644126667;9/27/202212*399*0.555[6],,,,,,
IT182IBJOI66313843034536174;3/27/202283*246*0.604[9],,,,,,
LU246657328386657476;4/17/202221*212*0.383[4],,,,,,
AZ80681757841386336833183502;4/5/202247*302*0.111[12],,,,,,
AD8891447713081357868224;5/13/202214*354*0.258[2],,,,,,
MC3846165395564360553691227;9/19/202232*299*0.471[11],,,,,,
LB41677456868388547127444772;2/12/202281*210*0.684[14],,,,,,
CR1251170931825615235;8/17/202236*339*0.361[3],,,,,,
GI72MYYQ952881535459851;7/10/202242*491*0.601[14],,,,,,
HR0938776502822878015;9/7/202285*169*0.707[12],,,,,,
LU640261706901611172;12/12/202291*97*0.24[5],,,,,,
SK1926947579148122776707;8/15/202233*327*0.827[1],,,,,,
IE56BSXH57321227242161;8/25/202244*372*0.245[4],,,,,,
LB20952436571084934321603124;9/25/202214*179*0.229[9],,,,,,
IE28WMDX18495753319726;12/29/202282*483*0.428[9],,,,,,
KZ061623437574363715;1/30/20226*78*0.406[14],,,,,,
SK0975515390082413880484;11/26/202211*484*0.158[6],,,,,,
DO63216675492770838805372826;10/30/202288*238*0.328[5],,,,,,
SM8893245391605518428151728;11/14/202224*368*0.869[4],,,,,,
PK1329313520744985642147;4/3/202265*262*0.9[12],,,,,,
CH3757506492225110237;10/13/202211*142*0.193[2],,,,,,
DK5588172452150124;10/12/202239*263*0.851[2],,,,,,
LB96762689733553178119137036;7/27/20225*170*0.665[2],,,,,,
AE135416842711678571111;9/27/202266*88*0.808[4],,,,,,
FO2071583822247671;10/20/202289*344*0.053[5],,,,,,
KW3181953279506914437253674447;7/21/202293*487*0.789[13],,,,,,
BH67241373634443481441;4/9/202289*205*0.539[11],,,,,,
RO48GCRS9534292011188583;3/19/202299*209*0.781[1],,,,,,
HR7752120761546606034;7/11/202252*171*0.833[9],,,,,,
HR1305483537981239277;3/28/202220*193*0.094[10],,,,,,
MK40600323428707058;6/4/202283*139*0.004[2],,,,,,
TN7783298013038377731506;2/27/20228*127*0.486[14],,,,,,
GL7592556313452546;8/4/2022100*356*0.431[4],,,,,,
ES1847841758224854484384;2/5/202235*495*0.442[1],,,,,,
TR194655131140556777156365;6/21/202235*311*0.006[5],,,,,,
BH40294677682311735643;8/25/202218*356*0.699[8],,,,,,
RS75410582231782661127;12/14/20227*372*0.892[5],,,,,,
MR5838985888225439179782428;7/10/202269*353*0.098[6],,,,,,
AD1221572594087241861421;4/30/202217*171*0.354[14],,,,,,
MT11UPFX43659018463533743410581;9/9/202223*358*0.445[15],,,,,,
GL5271486214630656;8/23/20221*128*0.076[8],,,,,,
MC6354237357470531569711188;3/12/202236*186*0.465[7],,,,,,
GL2145675816640486;1/6/202241*211*0.936[8],,,,,,
MK12721310314257765;3/2/202283*175*0.005[13],,,,,,
KZ388554721757156707;3/15/202288*136*0.471[12],,,,,,
AL36848732445875976382892955;3/1/202231*259*0.734[12],,,,,,
GI83EOGL408519773886684;10/13/202279*433*0.547[15],,,,,,
KW9282686963228772026734456201;9/23/202288*100*0.365[2],,,,,,
IL821125441128812266663;9/19/202281*423*0.749[1],,,,,,
AZ80223807785985351148368244;8/28/202250*305*0.132[13],,,,,,
AE332873756674220409879;9/19/20223*485*0.734[6],,,,,,
TN9303856497369274138325;4/7/202293*91*0.318[13],,,,,,
SE2754619471511844729351;6/14/20224*455*0.081[6],,,,,,
AD5745867683535873317052;10/27/202276*278*0.286[6],,,,,,
BA772883449152395487;8/5/202216*105*0.939[7],,,,,,
DO60341937124715352942784565;8/26/202279*203*0.454[3],,,,,,
HR8318627501183724519;8/19/202244*211*0.458[10],,,,,,
PS666488384641325333128767251;7/15/202287*346*0.488[12],,,,,,
LT797273291356576980;4/22/202283*313*0.064[5],,,,,,
TN5843451874971868723138;3/15/202294*88*0.047[7],,,,,,
GE42808152428607309110;4/17/202290*87*0.195[9],,,,,,
SE3894168288854823817954;1/9/202239*140*0.149[8],,,,,,
AE411796944252470185671;1/19/202279*337*0.747[4],,,,,,
HR9163758915588853555;1/24/202270*431*0.869[3],,,,,,
SI78585685403824801;5/17/202285*244*0.561[11],,,,,,
BH30783134071022880125;10/24/202224*276*0.363[5],,,,,,
GB40POWS15852236551665;10/16/202234*215*0.89[2],,,,,,
AT138347580704279272;11/25/202216*168*0.301[8],,,,,,
LT475014855551717378;3/28/202232*145*0.553[5],,,,,,
AE908468565776867921594;6/14/202234*359*0.256[2],,,,,,
PS356506902131818405761628158;2/7/202249*236*0.809[3],,,,,,
BH77753088666345233372;1/22/202275*499*0.37[13],,,,,,
SE5442225325215353162528;12/2/20221*85*0.356[7],,,,,,
